path,label
D:\coral_patches\sand\46282.jpg,sand
D:\coral_patches\off\24593.jpg,off
D:\coral_patches\sand\40267.jpg,sand
D:\coral_patches\turf\13133.jpg,turf
D:\coral_patches\turf\44086.jpg,turf
D:\coral_patches\macroalgae\30557.jpg,macroalgae
D:\coral_patches\sand\34124.jpg,sand
D:\coral_patches\crustose_coralline_algae\48706.jpg,crustose_coralline_algae
D:\coral_patches\sand\31348.jpg,sand
D:\coral_patches\porites\1938.jpg,porites
D:\coral_patches\turf\16239.jpg,turf
D:\coral_patches\crustose_coralline_algae\2146.jpg,crustose_coralline_algae
D:\coral_patches\off\43421.jpg,off
D:\coral_patches\porites\44998.jpg,porites
D:\coral_patches\off\13217.jpg,off
D:\coral_patches\sand\24943.jpg,sand
D:\coral_patches\porites\10615.jpg,porites
D:\coral_patches\porites\9401.jpg,porites
D:\coral_patches\sand\36888.jpg,sand
D:\coral_patches\crustose_coralline_algae\22011.jpg,crustose_coralline_algae
D:\coral_patches\porites\15802.jpg,porites
D:\coral_patches\sand\16857.jpg,sand
D:\coral_patches\porites\58046.jpg,porites
D:\coral_patches\off\55386.jpg,off
D:\coral_patches\crustose_coralline_algae\27846.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\30580.jpg,macroalgae
D:\coral_patches\sand\37770.jpg,sand
D:\coral_patches\turf\20449.jpg,turf
D:\coral_patches\off\4286.jpg,off
D:\coral_patches\turf\54118.jpg,turf
D:\coral_patches\sand\53601.jpg,sand
D:\coral_patches\sand\5406.jpg,sand
D:\coral_patches\sand\14400.jpg,sand
D:\coral_patches\crustose_coralline_algae\27499.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\46107.jpg,crustose_coralline_algae
D:\coral_patches\turf\18825.jpg,turf
D:\coral_patches\porites\56361.jpg,porites
D:\coral_patches\off\6694.jpg,off
D:\coral_patches\turf\52396.jpg,turf
D:\coral_patches\crustose_coralline_algae\24542.jpg,crustose_coralline_algae
D:\coral_patches\turf\55990.jpg,turf
D:\coral_patches\macroalgae\19530.jpg,macroalgae
D:\coral_patches\sand\15288.jpg,sand
D:\coral_patches\porites\26081.jpg,porites
D:\coral_patches\turf\27450.jpg,turf
D:\coral_patches\porites\28701.jpg,porites
D:\coral_patches\sand\14352.jpg,sand
D:\coral_patches\turf\32912.jpg,turf
D:\coral_patches\porites\18873.jpg,porites
D:\coral_patches\crustose_coralline_algae\42782.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\48010.jpg,crustose_coralline_algae
D:\coral_patches\turf\33191.jpg,turf
D:\coral_patches\off\44194.jpg,off
D:\coral_patches\off\22852.jpg,off
D:\coral_patches\off\43207.jpg,off
D:\coral_patches\macroalgae\58746.jpg,macroalgae
D:\coral_patches\sand\46606.jpg,sand
D:\coral_patches\crustose_coralline_algae\32824.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\1930.jpg,crustose_coralline_algae
D:\coral_patches\porites\2415.jpg,porites
D:\coral_patches\turf\50392.jpg,turf
D:\coral_patches\porites\57081.jpg,porites
D:\coral_patches\turf\7431.jpg,turf
D:\coral_patches\crustose_coralline_algae\36272.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\51738.jpg,crustose_coralline_algae
D:\coral_patches\turf\43109.jpg,turf
D:\coral_patches\sand\19080.jpg,sand
D:\coral_patches\macroalgae\57283.jpg,macroalgae
D:\coral_patches\porites\22898.jpg,porites
D:\coral_patches\sand\56568.jpg,sand
D:\coral_patches\macroalgae\42252.jpg,macroalgae
D:\coral_patches\sand\55390.jpg,sand
D:\coral_patches\porites\15447.jpg,porites
D:\coral_patches\porites\35217.jpg,porites
D:\coral_patches\porites\26731.jpg,porites
D:\coral_patches\sand\55297.jpg,sand
D:\coral_patches\off\14577.jpg,off
D:\coral_patches\turf\4636.jpg,turf
D:\coral_patches\crustose_coralline_algae\38611.jpg,crustose_coralline_algae
D:\coral_patches\sand\41302.jpg,sand
D:\coral_patches\turf\36245.jpg,turf
D:\coral_patches\off\49135.jpg,off
D:\coral_patches\sand\29968.jpg,sand
D:\coral_patches\crustose_coralline_algae\21844.jpg,crustose_coralline_algae
D:\coral_patches\turf\16055.jpg,turf
D:\coral_patches\turf\21906.jpg,turf
D:\coral_patches\off\56406.jpg,off
D:\coral_patches\off\30493.jpg,off
D:\coral_patches\macroalgae\45213.jpg,macroalgae
D:\coral_patches\off\19251.jpg,off
D:\coral_patches\macroalgae\17357.jpg,macroalgae
D:\coral_patches\turf\12568.jpg,turf
D:\coral_patches\macroalgae\36944.jpg,macroalgae
D:\coral_patches\off\24480.jpg,off
D:\coral_patches\off\8773.jpg,off
D:\coral_patches\porites\52994.jpg,porites
D:\coral_patches\macroalgae\17397.jpg,macroalgae
D:\coral_patches\sand\26267.jpg,sand
D:\coral_patches\crustose_coralline_algae\16059.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\43196.jpg,macroalgae
D:\coral_patches\macroalgae\11865.jpg,macroalgae
D:\coral_patches\off\23257.jpg,off
D:\coral_patches\crustose_coralline_algae\52030.jpg,crustose_coralline_algae
D:\coral_patches\turf\6107.jpg,turf
D:\coral_patches\macroalgae\31075.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\47487.jpg,crustose_coralline_algae
D:\coral_patches\off\47590.jpg,off
D:\coral_patches\macroalgae\22426.jpg,macroalgae
D:\coral_patches\porites\25099.jpg,porites
D:\coral_patches\sand\4062.jpg,sand
D:\coral_patches\sand\28824.jpg,sand
D:\coral_patches\off\12906.jpg,off
D:\coral_patches\macroalgae\4107.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\3054.jpg,crustose_coralline_algae
D:\coral_patches\turf\51004.jpg,turf
D:\coral_patches\macroalgae\12161.jpg,macroalgae
D:\coral_patches\macroalgae\20006.jpg,macroalgae
D:\coral_patches\macroalgae\51745.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\51049.jpg,crustose_coralline_algae
D:\coral_patches\porites\17265.jpg,porites
D:\coral_patches\crustose_coralline_algae\30449.jpg,crustose_coralline_algae
D:\coral_patches\porites\26233.jpg,porites
D:\coral_patches\macroalgae\24588.jpg,macroalgae
D:\coral_patches\macroalgae\4501.jpg,macroalgae
D:\coral_patches\sand\45226.jpg,sand
D:\coral_patches\sand\59706.jpg,sand
D:\coral_patches\off\22031.jpg,off
D:\coral_patches\turf\39551.jpg,turf
D:\coral_patches\porites\45299.jpg,porites
D:\coral_patches\macroalgae\26210.jpg,macroalgae
D:\coral_patches\porites\52221.jpg,porites
D:\coral_patches\porites\36669.jpg,porites
D:\coral_patches\crustose_coralline_algae\9035.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\14154.jpg,crustose_coralline_algae
D:\coral_patches\porites\57385.jpg,porites
D:\coral_patches\sand\24564.jpg,sand
D:\coral_patches\crustose_coralline_algae\23577.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\8109.jpg,crustose_coralline_algae
D:\coral_patches\off\30896.jpg,off
D:\coral_patches\crustose_coralline_algae\54396.jpg,crustose_coralline_algae
D:\coral_patches\porites\25117.jpg,porites
D:\coral_patches\crustose_coralline_algae\52607.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\917.jpg,macroalgae
D:\coral_patches\off\42653.jpg,off
D:\coral_patches\crustose_coralline_algae\46524.jpg,crustose_coralline_algae
D:\coral_patches\porites\41478.jpg,porites
D:\coral_patches\off\49888.jpg,off
D:\coral_patches\turf\3337.jpg,turf
D:\coral_patches\turf\53604.jpg,turf
D:\coral_patches\crustose_coralline_algae\32377.jpg,crustose_coralline_algae
D:\coral_patches\off\37015.jpg,off
D:\coral_patches\porites\11007.jpg,porites
D:\coral_patches\sand\36918.jpg,sand
D:\coral_patches\sand\30539.jpg,sand
D:\coral_patches\macroalgae\40575.jpg,macroalgae
D:\coral_patches\porites\7770.jpg,porites
D:\coral_patches\porites\12633.jpg,porites
D:\coral_patches\sand\25868.jpg,sand
D:\coral_patches\sand\12976.jpg,sand
D:\coral_patches\macroalgae\6350.jpg,macroalgae
D:\coral_patches\sand\11513.jpg,sand
D:\coral_patches\sand\1303.jpg,sand
D:\coral_patches\porites\6915.jpg,porites
D:\coral_patches\crustose_coralline_algae\34063.jpg,crustose_coralline_algae
D:\coral_patches\porites\22474.jpg,porites
D:\coral_patches\crustose_coralline_algae\35871.jpg,crustose_coralline_algae
D:\coral_patches\off\38884.jpg,off
D:\coral_patches\crustose_coralline_algae\32438.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\2926.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\40218.jpg,macroalgae
D:\coral_patches\macroalgae\41229.jpg,macroalgae
D:\coral_patches\turf\20308.jpg,turf
D:\coral_patches\crustose_coralline_algae\26350.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\50303.jpg,macroalgae
D:\coral_patches\turf\26910.jpg,turf
D:\coral_patches\turf\197.jpg,turf
D:\coral_patches\porites\15852.jpg,porites
D:\coral_patches\crustose_coralline_algae\45097.jpg,crustose_coralline_algae
D:\coral_patches\porites\14536.jpg,porites
D:\coral_patches\macroalgae\10921.jpg,macroalgae
D:\coral_patches\sand\23521.jpg,sand
D:\coral_patches\porites\46759.jpg,porites
D:\coral_patches\macroalgae\4442.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\31302.jpg,crustose_coralline_algae
D:\coral_patches\turf\23974.jpg,turf
D:\coral_patches\sand\9004.jpg,sand
D:\coral_patches\off\17206.jpg,off
D:\coral_patches\off\40365.jpg,off
D:\coral_patches\macroalgae\12272.jpg,macroalgae
D:\coral_patches\macroalgae\34655.jpg,macroalgae
D:\coral_patches\off\11730.jpg,off
D:\coral_patches\porites\45785.jpg,porites
D:\coral_patches\porites\25207.jpg,porites
D:\coral_patches\macroalgae\23598.jpg,macroalgae
D:\coral_patches\off\8682.jpg,off
D:\coral_patches\macroalgae\8877.jpg,macroalgae
D:\coral_patches\sand\1814.jpg,sand
D:\coral_patches\turf\23159.jpg,turf
D:\coral_patches\off\26583.jpg,off
D:\coral_patches\turf\15788.jpg,turf
D:\coral_patches\off\3554.jpg,off
D:\coral_patches\macroalgae\45783.jpg,macroalgae
D:\coral_patches\turf\30411.jpg,turf
D:\coral_patches\off\43712.jpg,off
D:\coral_patches\turf\35178.jpg,turf
D:\coral_patches\turf\22817.jpg,turf
D:\coral_patches\sand\10532.jpg,sand
D:\coral_patches\macroalgae\51568.jpg,macroalgae
D:\coral_patches\sand\9538.jpg,sand
D:\coral_patches\macroalgae\41674.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\9249.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\57699.jpg,macroalgae
D:\coral_patches\porites\4123.jpg,porites
D:\coral_patches\macroalgae\52496.jpg,macroalgae
D:\coral_patches\sand\3899.jpg,sand
D:\coral_patches\porites\47378.jpg,porites
D:\coral_patches\sand\48124.jpg,sand
D:\coral_patches\crustose_coralline_algae\36220.jpg,crustose_coralline_algae
D:\coral_patches\sand\23067.jpg,sand
D:\coral_patches\off\22395.jpg,off
D:\coral_patches\off\9236.jpg,off
D:\coral_patches\macroalgae\56276.jpg,macroalgae
D:\coral_patches\turf\23808.jpg,turf
D:\coral_patches\macroalgae\59034.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\36872.jpg,crustose_coralline_algae
D:\coral_patches\sand\21296.jpg,sand
D:\coral_patches\porites\39851.jpg,porites
D:\coral_patches\porites\26110.jpg,porites
D:\coral_patches\sand\24336.jpg,sand
D:\coral_patches\off\22138.jpg,off
D:\coral_patches\macroalgae\12486.jpg,macroalgae
D:\coral_patches\porites\27639.jpg,porites
D:\coral_patches\turf\36370.jpg,turf
D:\coral_patches\off\24026.jpg,off
D:\coral_patches\macroalgae\20241.jpg,macroalgae
D:\coral_patches\off\3509.jpg,off
D:\coral_patches\crustose_coralline_algae\40646.jpg,crustose_coralline_algae
D:\coral_patches\sand\19463.jpg,sand
D:\coral_patches\crustose_coralline_algae\24989.jpg,crustose_coralline_algae
D:\coral_patches\off\57122.jpg,off
D:\coral_patches\off\11526.jpg,off
D:\coral_patches\turf\9714.jpg,turf
D:\coral_patches\porites\7325.jpg,porites
D:\coral_patches\porites\18792.jpg,porites
D:\coral_patches\sand\57558.jpg,sand
D:\coral_patches\turf\10387.jpg,turf
D:\coral_patches\sand\2678.jpg,sand
D:\coral_patches\macroalgae\45260.jpg,macroalgae
D:\coral_patches\porites\6875.jpg,porites
D:\coral_patches\crustose_coralline_algae\20897.jpg,crustose_coralline_algae
D:\coral_patches\porites\13910.jpg,porites
D:\coral_patches\macroalgae\42749.jpg,macroalgae
D:\coral_patches\off\49904.jpg,off
D:\coral_patches\sand\3621.jpg,sand
D:\coral_patches\porites\43765.jpg,porites
D:\coral_patches\crustose_coralline_algae\6928.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\41270.jpg,crustose_coralline_algae
D:\coral_patches\sand\21469.jpg,sand
D:\coral_patches\crustose_coralline_algae\32905.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\57277.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\15270.jpg,macroalgae
D:\coral_patches\macroalgae\36373.jpg,macroalgae
D:\coral_patches\off\24666.jpg,off
D:\coral_patches\crustose_coralline_algae\39047.jpg,crustose_coralline_algae
D:\coral_patches\off\41538.jpg,off
D:\coral_patches\off\43609.jpg,off
D:\coral_patches\sand\33232.jpg,sand
D:\coral_patches\off\35183.jpg,off
D:\coral_patches\porites\41579.jpg,porites
D:\coral_patches\crustose_coralline_algae\20557.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\54732.jpg,macroalgae
D:\coral_patches\macroalgae\10749.jpg,macroalgae
D:\coral_patches\porites\44263.jpg,porites
D:\coral_patches\off\5181.jpg,off
D:\coral_patches\porites\32073.jpg,porites
D:\coral_patches\porites\21742.jpg,porites
D:\coral_patches\macroalgae\50730.jpg,macroalgae
D:\coral_patches\off\33282.jpg,off
D:\coral_patches\off\44336.jpg,off
D:\coral_patches\off\48798.jpg,off
D:\coral_patches\crustose_coralline_algae\58233.jpg,crustose_coralline_algae
D:\coral_patches\turf\40202.jpg,turf
D:\coral_patches\sand\12323.jpg,sand
D:\coral_patches\sand\42352.jpg,sand
D:\coral_patches\porites\50814.jpg,porites
D:\coral_patches\turf\11216.jpg,turf
D:\coral_patches\porites\9.jpg,porites
D:\coral_patches\crustose_coralline_algae\34825.jpg,crustose_coralline_algae
D:\coral_patches\turf\58404.jpg,turf
D:\coral_patches\turf\18364.jpg,turf
D:\coral_patches\turf\52962.jpg,turf
D:\coral_patches\porites\45502.jpg,porites
D:\coral_patches\turf\18045.jpg,turf
D:\coral_patches\crustose_coralline_algae\25407.jpg,crustose_coralline_algae
D:\coral_patches\sand\25784.jpg,sand
D:\coral_patches\off\40163.jpg,off
D:\coral_patches\porites\2084.jpg,porites
D:\coral_patches\macroalgae\20914.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\41601.jpg,crustose_coralline_algae
D:\coral_patches\turf\44937.jpg,turf
D:\coral_patches\turf\31696.jpg,turf
D:\coral_patches\porites\56859.jpg,porites
D:\coral_patches\off\59476.jpg,off
D:\coral_patches\off\45550.jpg,off
D:\coral_patches\porites\53135.jpg,porites
D:\coral_patches\turf\29484.jpg,turf
D:\coral_patches\off\58417.jpg,off
D:\coral_patches\crustose_coralline_algae\1949.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\25514.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\23423.jpg,macroalgae
D:\coral_patches\sand\52307.jpg,sand
D:\coral_patches\turf\32681.jpg,turf
D:\coral_patches\crustose_coralline_algae\30831.jpg,crustose_coralline_algae
D:\coral_patches\off\5744.jpg,off
D:\coral_patches\turf\9285.jpg,turf
D:\coral_patches\turf\14234.jpg,turf
D:\coral_patches\turf\33315.jpg,turf
D:\coral_patches\turf\16932.jpg,turf
D:\coral_patches\sand\29515.jpg,sand
D:\coral_patches\crustose_coralline_algae\9150.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\29706.jpg,crustose_coralline_algae
D:\coral_patches\off\9573.jpg,off
D:\coral_patches\macroalgae\33052.jpg,macroalgae
D:\coral_patches\porites\14135.jpg,porites
D:\coral_patches\turf\38831.jpg,turf
D:\coral_patches\crustose_coralline_algae\43844.jpg,crustose_coralline_algae
D:\coral_patches\porites\11273.jpg,porites
D:\coral_patches\porites\4130.jpg,porites
D:\coral_patches\porites\14539.jpg,porites
D:\coral_patches\porites\39626.jpg,porites
D:\coral_patches\off\1235.jpg,off
D:\coral_patches\off\9598.jpg,off
D:\coral_patches\porites\23314.jpg,porites
D:\coral_patches\crustose_coralline_algae\41558.jpg,crustose_coralline_algae
D:\coral_patches\off\28651.jpg,off
D:\coral_patches\off\51287.jpg,off
D:\coral_patches\macroalgae\2524.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\44215.jpg,crustose_coralline_algae
D:\coral_patches\turf\19330.jpg,turf
D:\coral_patches\sand\50383.jpg,sand
D:\coral_patches\porites\58931.jpg,porites
D:\coral_patches\macroalgae\43355.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\52846.jpg,crustose_coralline_algae
D:\coral_patches\off\23242.jpg,off
D:\coral_patches\sand\18658.jpg,sand
D:\coral_patches\off\19665.jpg,off
D:\coral_patches\sand\20070.jpg,sand
D:\coral_patches\crustose_coralline_algae\40810.jpg,crustose_coralline_algae
D:\coral_patches\porites\44972.jpg,porites
D:\coral_patches\macroalgae\49268.jpg,macroalgae
D:\coral_patches\turf\1322.jpg,turf
D:\coral_patches\turf\58638.jpg,turf
D:\coral_patches\crustose_coralline_algae\39728.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\21824.jpg,crustose_coralline_algae
D:\coral_patches\porites\49483.jpg,porites
D:\coral_patches\crustose_coralline_algae\45287.jpg,crustose_coralline_algae
D:\coral_patches\turf\20296.jpg,turf
D:\coral_patches\macroalgae\13034.jpg,macroalgae
D:\coral_patches\off\22739.jpg,off
D:\coral_patches\crustose_coralline_algae\55189.jpg,crustose_coralline_algae
D:\coral_patches\porites\22648.jpg,porites
D:\coral_patches\crustose_coralline_algae\44872.jpg,crustose_coralline_algae
D:\coral_patches\porites\54949.jpg,porites
D:\coral_patches\crustose_coralline_algae\26966.jpg,crustose_coralline_algae
D:\coral_patches\porites\53156.jpg,porites
D:\coral_patches\macroalgae\31805.jpg,macroalgae
D:\coral_patches\off\45278.jpg,off
D:\coral_patches\macroalgae\4162.jpg,macroalgae
D:\coral_patches\turf\50766.jpg,turf
D:\coral_patches\porites\16848.jpg,porites
D:\coral_patches\turf\58261.jpg,turf
D:\coral_patches\porites\50671.jpg,porites
D:\coral_patches\sand\25199.jpg,sand
D:\coral_patches\sand\27547.jpg,sand
D:\coral_patches\off\5210.jpg,off
D:\coral_patches\turf\28918.jpg,turf
D:\coral_patches\porites\24631.jpg,porites
D:\coral_patches\macroalgae\38684.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\7481.jpg,crustose_coralline_algae
D:\coral_patches\sand\3697.jpg,sand
D:\coral_patches\macroalgae\14974.jpg,macroalgae
D:\coral_patches\turf\28658.jpg,turf
D:\coral_patches\porites\52814.jpg,porites
D:\coral_patches\crustose_coralline_algae\9014.jpg,crustose_coralline_algae
D:\coral_patches\turf\14978.jpg,turf
D:\coral_patches\crustose_coralline_algae\14303.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\58612.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\59284.jpg,macroalgae
D:\coral_patches\macroalgae\40774.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\24037.jpg,crustose_coralline_algae
D:\coral_patches\sand\53084.jpg,sand
D:\coral_patches\crustose_coralline_algae\13672.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\36658.jpg,crustose_coralline_algae
D:\coral_patches\sand\46192.jpg,sand
D:\coral_patches\macroalgae\27047.jpg,macroalgae
D:\coral_patches\porites\33422.jpg,porites
D:\coral_patches\turf\47111.jpg,turf
D:\coral_patches\turf\29153.jpg,turf
D:\coral_patches\turf\47372.jpg,turf
D:\coral_patches\off\5993.jpg,off
D:\coral_patches\macroalgae\25371.jpg,macroalgae
D:\coral_patches\off\29272.jpg,off
D:\coral_patches\crustose_coralline_algae\25655.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\14186.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\10617.jpg,macroalgae
D:\coral_patches\off\56264.jpg,off
D:\coral_patches\macroalgae\4613.jpg,macroalgae
D:\coral_patches\porites\27244.jpg,porites
D:\coral_patches\off\36018.jpg,off
D:\coral_patches\macroalgae\55286.jpg,macroalgae
D:\coral_patches\sand\43271.jpg,sand
D:\coral_patches\macroalgae\23349.jpg,macroalgae
D:\coral_patches\macroalgae\54503.jpg,macroalgae
D:\coral_patches\sand\16316.jpg,sand
D:\coral_patches\off\24024.jpg,off
D:\coral_patches\porites\32392.jpg,porites
D:\coral_patches\turf\41836.jpg,turf
D:\coral_patches\turf\10818.jpg,turf
D:\coral_patches\off\17361.jpg,off
D:\coral_patches\turf\20934.jpg,turf
D:\coral_patches\turf\19378.jpg,turf
D:\coral_patches\macroalgae\17412.jpg,macroalgae
D:\coral_patches\turf\52640.jpg,turf
D:\coral_patches\sand\46725.jpg,sand
D:\coral_patches\macroalgae\514.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\40749.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\11154.jpg,macroalgae
D:\coral_patches\macroalgae\59043.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\32957.jpg,crustose_coralline_algae
D:\coral_patches\turf\32699.jpg,turf
D:\coral_patches\macroalgae\53525.jpg,macroalgae
D:\coral_patches\sand\373.jpg,sand
D:\coral_patches\off\20121.jpg,off
D:\coral_patches\sand\28675.jpg,sand
D:\coral_patches\sand\12264.jpg,sand
D:\coral_patches\porites\30968.jpg,porites
D:\coral_patches\crustose_coralline_algae\59037.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\47354.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\17811.jpg,macroalgae
D:\coral_patches\macroalgae\42715.jpg,macroalgae
D:\coral_patches\porites\51984.jpg,porites
D:\coral_patches\turf\22288.jpg,turf
D:\coral_patches\crustose_coralline_algae\38001.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\2018.jpg,crustose_coralline_algae
D:\coral_patches\off\23100.jpg,off
D:\coral_patches\off\5046.jpg,off
D:\coral_patches\sand\39474.jpg,sand
D:\coral_patches\porites\41874.jpg,porites
D:\coral_patches\crustose_coralline_algae\25774.jpg,crustose_coralline_algae
D:\coral_patches\sand\20180.jpg,sand
D:\coral_patches\sand\11101.jpg,sand
D:\coral_patches\turf\58344.jpg,turf
D:\coral_patches\off\12394.jpg,off
D:\coral_patches\off\28988.jpg,off
D:\coral_patches\turf\30726.jpg,turf
D:\coral_patches\turf\56446.jpg,turf
D:\coral_patches\crustose_coralline_algae\39082.jpg,crustose_coralline_algae
D:\coral_patches\sand\16736.jpg,sand
D:\coral_patches\macroalgae\43741.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\40129.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\20042.jpg,crustose_coralline_algae
D:\coral_patches\turf\7.jpg,turf
D:\coral_patches\turf\19108.jpg,turf
D:\coral_patches\turf\26144.jpg,turf
D:\coral_patches\crustose_coralline_algae\9659.jpg,crustose_coralline_algae
D:\coral_patches\off\59632.jpg,off
D:\coral_patches\macroalgae\11859.jpg,macroalgae
D:\coral_patches\turf\54644.jpg,turf
D:\coral_patches\macroalgae\8655.jpg,macroalgae
D:\coral_patches\turf\32452.jpg,turf
D:\coral_patches\crustose_coralline_algae\11395.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\22591.jpg,macroalgae
D:\coral_patches\turf\53399.jpg,turf
D:\coral_patches\porites\37188.jpg,porites
D:\coral_patches\macroalgae\2815.jpg,macroalgae
D:\coral_patches\macroalgae\33735.jpg,macroalgae
D:\coral_patches\off\33508.jpg,off
D:\coral_patches\porites\10004.jpg,porites
D:\coral_patches\macroalgae\59091.jpg,macroalgae
D:\coral_patches\porites\33704.jpg,porites
D:\coral_patches\sand\33342.jpg,sand
D:\coral_patches\crustose_coralline_algae\37808.jpg,crustose_coralline_algae
D:\coral_patches\sand\29675.jpg,sand
D:\coral_patches\turf\57831.jpg,turf
D:\coral_patches\porites\5756.jpg,porites
D:\coral_patches\turf\15962.jpg,turf
D:\coral_patches\porites\52461.jpg,porites
D:\coral_patches\crustose_coralline_algae\16885.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\12656.jpg,macroalgae
D:\coral_patches\turf\37452.jpg,turf
D:\coral_patches\porites\43013.jpg,porites
D:\coral_patches\sand\38205.jpg,sand
D:\coral_patches\turf\8355.jpg,turf
D:\coral_patches\off\37145.jpg,off
D:\coral_patches\off\55093.jpg,off
D:\coral_patches\crustose_coralline_algae\47930.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\38228.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\59810.jpg,crustose_coralline_algae
D:\coral_patches\macroalgae\49651.jpg,macroalgae
D:\coral_patches\sand\41361.jpg,sand
D:\coral_patches\off\51907.jpg,off
D:\coral_patches\porites\10906.jpg,porites
D:\coral_patches\turf\21132.jpg,turf
D:\coral_patches\turf\2556.jpg,turf
D:\coral_patches\macroalgae\6326.jpg,macroalgae
D:\coral_patches\porites\18427.jpg,porites
D:\coral_patches\turf\11226.jpg,turf
D:\coral_patches\crustose_coralline_algae\18017.jpg,crustose_coralline_algae
D:\coral_patches\porites\52375.jpg,porites
D:\coral_patches\off\45133.jpg,off
D:\coral_patches\turf\32012.jpg,turf
D:\coral_patches\porites\42823.jpg,porites
D:\coral_patches\porites\98.jpg,porites
D:\coral_patches\crustose_coralline_algae\8521.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\54819.jpg,crustose_coralline_algae
D:\coral_patches\crustose_coralline_algae\19744.jpg,crustose_coralline_algae
D:\coral_patches\off\48597.jpg,off
D:\coral_patches\sand\26294.jpg,sand
D:\coral_patches\crustose_coralline_algae\29527.jpg,crustose_coralline_algae
D:\coral_patches\off\39401.jpg,off
D:\coral_patches\porites\59300.jpg,porites
D:\coral_patches\porites\25321.jpg,porites
D:\coral_patches\turf\15236.jpg,turf
D:\coral_patches\turf\14128.jpg,turf
D:\coral_patches\crustose_coralline_algae\23873.jpg,crustose_coralline_algae
D:\coral_patches\sand\14854.jpg,sand
D:\coral_patches\off\30765.jpg,off
D:\coral_patches\sand\24327.jpg,sand
D:\coral_patches\macroalgae\12399.jpg,macroalgae
D:\coral_patches\sand\36075.jpg,sand
D:\coral_patches\macroalgae\51695.jpg,macroalgae
D:\coral_patches\off\48369.jpg,off
D:\coral_patches\macroalgae\2932.jpg,macroalgae
D:\coral_patches\crustose_coralline_algae\43313.jpg,crustose_coralline_algae
D:\coral_patches\turf\2748.jpg,turf
D:\coral_patches\macroalgae\27260.jpg,macroalgae
D:\coral_patches\macroalgae\37549.jpg,macroalgae
D:\coral_patches\macroalgae\48773.jpg,macroalgae
D:\coral_patches\off\57652.jpg,off
D:\coral_patches\sand\16093.jpg,sand
D:\coral_patches\porites\1145.jpg,porites
D:\coral_patches\off\7034.jpg,off
D:\coral_patches\turf\20882.jpg,turf
D:\coral_patches\porites\52749.jpg,porites
D:\coral_patches\crustose_coralline_algae\57004.jpg,crustose_coralline_algae
